Image,Name,Price,Param,Location
https://images.tori.fi/api/v1/imagestori/images/100044146532.jpg?rule=thumb_280x210,PEUGEOT 206+,5 400 €,2013|84 000 km|1.4 l|Bensiini,Uusimaa
,FORD Mondeo,18 890 €(alv.väh.kelp.),2017|33 000 km|1.5 l|Diesel,Pirkanmaa
,VOLKSWAGEN Passat,25 900 €,2018|45 000 km|1.4 l|Bensiini,Uusimaa
,BMW 2-SARJA,25 900 €,2015|50 000 km|2.0 l|Diesel,Pohjois-Pohjanmaa
,FORD Fiesta,23 118 €,2021|1.0 l|Bensiini,Pohjanmaa
,Ford Fiesta,20 424 €,2021|1.0 l|Bensiini,Pohjanmaa
,Nissan Almera,2 450 €,2003|208 000 km|1.5 l|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044143012.jpg?rule=thumb_280x210,SEAT Mii Electric,20 900 €,2020|3 600 km|Sähkö,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044157720.jpg?rule=thumb_280x210,TOYOTA Avensis,9 690 €,2011|182 000 km|1.6 l|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044146302.jpg?rule=thumb_280x210,TOYOTA Corolla Verso,6 400 €,2007|211 000 km|1.8 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044145659.jpg?rule=thumb_280x210,AUDI A3,5 890 €,2009|260 000 km|1.9 l|Diesel,Uusimaa
,Ford TRANSIT CONNECT,29 900 €(alv.väh.kelp.),2021|1 000 km|1.5 l|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/100044150422.jpg?rule=thumb_280x210,Volkswagen Crafter,44 900 €,2021|2 000 km|2.0 l|Diesel,Pohjois-Savo
,FORD Grand C-Max,9 890 €,2014|136 000 km|2.0 l|Diesel,Pirkanmaa
,KIA Cee'd,3 490 €,2008|245 000 km|1.6 l|Bensiini,Uusimaa
,TOYOTA Yaris,14 280 €(alv.väh.kelp.),2017|20 000 km|1.3 l|Bensiini,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044141535.jpg?rule=thumb_280x210,Volkswagen Golf,3 900 €,2002|348 000 km|1.4 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044143625.jpg?rule=thumb_280x210,BMW 730,39 800 €,2014|89 000 km|3.0 l|Diesel,Pirkanmaa
,PEUGEOT 207,3 280 €,2008|151 000 km|1.4 l|Bensiini,Satakunta
https://images.tori.fi/api/v1/imagestori/images/100044152604.jpg?rule=thumb_280x210,SEAT Leon ST,15 800 €,2016|58 000 km|1.2 l|Bensiini,Uusimaa
,FORD FOCUS,30 400 €,2020|2 000 km|1.0 l|Bensiini,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044153461.jpg?rule=thumb_280x210,Audi A4 Allroad Quattro,22 900 €,2013|122 000 km|2.0 l|Bensiini,Kymenlaakso
,VOLKSWAGEN Polo,9 490 €,2016|80 000 km|1.0 l|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044158246.jpg?rule=thumb_280x210,Honda Civic,11 900 €,2016|198 000 km|1.8 l|Bensiini,Kanta-Häme
,HYUNDAI I30,10 900 €,2011|30 000 km|1.4 l|Bensiini,Kymenlaakso
,HONDA Civic,3 890 €,2005|162 000 km|1.6 l|Bensiini,Uusimaa
,Porsche Cayenne,124 800 €,2020|7 000 km|3.0 l|Hybridi,Uusimaa
,MITSUBISHI Space Star,10 900 €,2017|51 000 km|1.2 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100044156605.jpg?rule=thumb_280x210,MERCEDES-BENZ E,33 400 €(alv.väh.kelp.),2017|103 000 km|1.9 l|Diesel,Pohjois-Pohjanmaa
,VOLVO XC60,16 800 €,2014|228 000 km|2.0 l|Diesel,Satakunta
,FORD Fiesta,16 890 €(alv.väh.kelp.),2018|67 000 km|1.0 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100044142769.jpg?rule=thumb_280x210,Ford Fiesta,11 800 €,2017|39 000 km|1.0 l|Bensiini,Etelä-Pohjanmaa
,TOYOTA AURIS,12 900 €,2012|90 000 km|1.6 l|Bensiini,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/100044146004.jpg?rule=thumb_280x210,AUDI A3,22 690 €(alv.väh.kelp.),2017|87 000 km|1.4 l|Kaasu,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044145224.jpg?rule=thumb_280x210,FORD Focus,13 800 €,2010|150 000 km|2.5 l|Bensiini,Uusimaa
,FORD Mondeo,19 900 €,2017|122 000 km|2.0 l|Diesel,Pohjois-Pohjanmaa
,Ford TRANSIT,56 900 €(alv.väh.kelp.),2021|1 000 km|2.0 l|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/100044142764.jpg?rule=thumb_280x210,Mercedes-Benz C,15 900 €,2012|205 000 km|2.1 l|Diesel,Etelä-Pohjanmaa
,Audi A4,24 880 €,2016|138 000 km|2.0 l|Diesel,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/100044145878.jpg?rule=thumb_280x210,MERCEDES-BENZ E,21 800 €,2013|219 000 km|3.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044143371.jpg?rule=thumb_280x210,VOLKSWAGEN GOLF,17 700 €,2017|44 000 km|1.0 l|Bensiini,Pohjanmaa
,SKODA Octavia,4 400 €,2011|290 000 km|2.0 l|Diesel,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/100044140570.jpg?rule=thumb_280x210,VOLVO S80,7 400 €,2007|277 000 km|2.4 l|Diesel,Kanta-Häme
,NISSAN NV200,9 900 €,2014|112 000 km|1.5 l|Diesel,Keski-Suomi
,FORD Transit,25 890 €,2018|90 000 km|2.0 l|Diesel,Pirkanmaa
,TOYOTA C-HR,23 500 €,2018|50 000 km|1.8 l|Hybridi,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044156600.jpg?rule=thumb_280x210,NISSAN Qashqai,18 780 €,2015|53 000 km|1.6 l|Bensiini,Uusimaa
,FORD Mondeo,40 455 €,2021|2.0 l|Hybridi,Pohjanmaa
,"Seat Toledo 1,9 Tdi",600 €,2002|465 000 km|1.9 l|Diesel,Pohjois-Pohjanmaa
,O: Katsastamaton tai pikkuvikainen,,,Varsinais-Suomi
,HUMMER H2,24 800 €,2003|121 000 km|6.0 l|Bensiini,Satakunta
,VOLKSWAGEN Touran,2 900 €,2007|424 000 km|1.9 l|Diesel,Uusimaa
,PEUGEOT 206,1 900 €,2003|180 000 km|1.4 l|Bensiini,Varsinais-Suomi
,VOLVO S80,7 800 €,2009|267 000 km|2.4 l|Diesel,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/3726196895.jpg?rule=thumb_280x210,Skoda Fabia vm 2007,1 990 €,2007|294 000 km|Diesel,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/6673383877.jpg?rule=thumb_280x210,Mercedes-Benz E 200 d T A Business Avantgarde,39 900 €,2019|49 000 km|1.9 l|Diesel,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/2247506199.jpg?rule=thumb_280x210,Nissan Almera,900 €,2001|241 000 km|1.5 l|Bensiini,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/3643467329.jpg?rule=thumb_280x210,Toyota93eckarina,850 €,1993|400 000 km|1.6 l|Bensiini,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/3994619041.jpg?rule=thumb_280x210,"Iso Renault Master L3H3 /14,8m3 tavaratila",Päivävuokra 75 €/pv,,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/0817115392.jpg?rule=thumb_280x210,"Iso Renault Master L3H3 /14,8m3 tavaratila",Päivävuokra 75 €/pv,,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3704278169.jpg?rule=thumb_280x210,mitsubishi L200 -05,3 790 €,2005|226 500 km|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3719044979.jpg?rule=thumb_280x210,VW Passat 1.9tdi -04vm,1 950 €,2004|317 000 km|1.9 l|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3755313939.jpg?rule=thumb_280x210,Fiat 127,2 600 €,1981|66 000 km|0.9 l|Bensiini,Kymenlaakso
,Mitsubishi galant 2.0L,300 €,1992|300 000 km|2.0 l|Bensiini,Päijät-Häme
,Neliveto 4X4 auto,,,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3746194627.jpg?rule=thumb_280x210,Vaihto!! Ford Focus 1.6 2005 Farkku.,2 000 €,2005|298 000 km|1.6 l|Bensiini,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/9961015827.jpg?rule=thumb_280x210,"Ford, iso, ilmastoitu, peräkoukullinen pakettiauto",Päivävuokra 50 €/pv,,Uusimaa
,Toyota Hiace 4WD ,,,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/2890957664.jpg?rule=thumb_280x210,Ford Focus 1.6 TDCi 90hv ECOnetic 2008,2 750 €,2008|267 924 km|1.6 l|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/7052638748.jpg?rule=thumb_280x210,"Pakettiauto 13m3, 85 euroa/päivä, ei km-rajaa",Päivävuokra 85 €/pv,,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3697172655.jpg?rule=thumb_280x210,KIA Ceed,6 500 €,2008|175 000 km|1.6 l|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/0947405791.jpg?rule=thumb_280x210,Citroen C5 diesel,999 €,2006|302 000 km|2.0 l|Diesel,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/4459052699.jpg?rule=thumb_280x210,Volvo 244 D6,1 100 €,1980,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3661679105.jpg?rule=thumb_280x210,Audi A3 1.6 2002,3 300 €,2002|129 013 km|1.6 l|Bensiini,Varsinais-Suomi
,Auto hakusessa,,,Uusimaa
,Henkilöauto,,,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/2906780258.jpg?rule=thumb_280x210,BMW 530D *hyvin varustein,7 500 €,2008|306 000 km|3.0 l|Diesel,Varsinais-Suomi
,"Renault,volvo",Päivävuokra 35 €/pv,,Uusimaa
,Mercedes-Benz E320,1 100 €,1999|289 411 km|3.2 l|Bensiini,Pohjois-Karjala
,Auto max 400,,,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/9990295339.jpg?rule=thumb_280x210,Volvo V70 2.4D D5 AWD Summum 184tkm,8 900 €,2007|185 000 km|2.4 l|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3628720073.jpg?rule=thumb_280x210,Opel Astra 1.9CDTI 120 Enjoy Wagon HYVIN HUOLLETTU,1 990 €,2007|291 903 km|Diesel,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/0336464907.jpg?rule=thumb_280x210,Lexus IS 220 Katsastettu 8.1.2021,6 500 €,2006|285 000 km|1.9 l|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3692242825.jpg?rule=thumb_280x210,"Ford Mondeo 2,5 litrainen turbo bensa titanium",6 950 €,2007|186 300 km|2.5 l|Bensiini,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3609573024.jpg?rule=thumb_280x210,Skoda Octavia,6 500 €,2013|193 000 km|1.6 l|Diesel,Uusimaa
,Auton romua,,,Pohjois-Pohjanmaa
,FORD FIESTA,12 900 €,2015|82 000 km|1.0 l|Bensiini,Pohjois-Pohjanmaa
,Honda Accord,9 890 €,2009|235 200 km|2.0 l|Bensiini,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/100044138029.jpg?rule=thumb_280x210,Renault Laguna,1 250 €,2005|1.8 l|Bensiini,Etelä-Karjala
https://images.tori.fi/api/v1/imagestori/images/3627678633.jpg?rule=thumb_280x210,Chrysler 300c,4 500 €,2005|264 599 km|3.0 l|Diesel,Satakunta
https://images.tori.fi/api/v1/imagestori/images/3629078907.jpg?rule=thumb_280x210,"Skoda Octavia 1,9TDI",2 000 €,2004|322 000 km|1.9 l|Diesel,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/3641565889.jpg?rule=thumb_280x210,VW sharan,600 €,1996|380 000 km|1.9 l|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3694673199.jpg?rule=thumb_280x210,Fiat Ducato -07,6 200 €,2007|169 000 km|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044137667.jpg?rule=thumb_280x210,KIA ProCeed,3 750 €,2009|226 000 km|2.0 l|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3600037136.jpg?rule=thumb_280x210,BMW 320 xd,9 500 €,2009|188 000 km|2.0 l|Diesel,Keski-Suomi
,"Romu/epäkuntoisia , katsastamattomat autoja",,,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044140376.jpg?rule=thumb_280x210,Audi S4,27 800 €,2011|119 000 km|3.0 l|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044137506.jpg?rule=thumb_280x210,VOLKSWAGEN TRANSPORTER,19 890 €(alv.väh.kelp.),2012|124 000 km|2.0 l|Diesel,Pirkanmaa
,Subaru Legacy 2.5,,1999|298 132 km|Bensiini,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/100044139069.jpg?rule=thumb_280x210,MITSUBISHI ASX,10 800 €,2016|208 000 km|1.6 l|Diesel,Uusimaa
,Audi A4,1 880 €,2004|343 000 km|2.0 l|Bensiini,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/3603272833.jpg?rule=thumb_280x210,Mercedes-Benz E,8 000 €,2007|311 000 km|2.1 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100044149905.jpg?rule=thumb_280x210,MERCEDES-BENZ E,47 600 €(alv.väh.kelp.),2020|25 000 km|1.6 l|Diesel,Uusimaa
,TOYOTA MB ym. autoja kaikkialta suomesta,,,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044145319.jpg?rule=thumb_280x210,CHRYSLER 300c,7 900 €,2006|295 000 km|3.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044149246.jpg?rule=thumb_280x210,SKODA SUPERB,38 900 €,2020|38 000 km|2.0 l|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044141516.jpg?rule=thumb_280x210,MERCEDES-BENZ C,22 950 €,2016|87 000 km|1.6 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/7788227469.jpg?rule=thumb_280x210,Pakettiauto Mb Vito 109 2008 Rah.järjestyy,4 200 €,2008|402 000 km|2.1 l|Diesel,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/100044139620.jpg?rule=thumb_280x210,Skoda Octavia,35 900 €,2021|2 000 km|1.5 l|Kaasu,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3617980859.jpg?rule=thumb_280x210,"Citroen C5 2,0l manuaali farmari",950 €,2004|214 000 km|Bensiini,Etelä-Karjala
https://images.tori.fi/api/v1/imagestori/images/100044146530.jpg?rule=thumb_280x210,Mercedes-Benz CLS,46 900 €,2016|149 000 km|3.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3605106172.jpg?rule=thumb_280x210,Bmw e90 328iaX,15 900 €,2011|154 300 km|3.0 l|Bensiini,Pohjois-Pohjanmaa
,TOYOTA Corolla,29 900 €,2019|23 000 km|1.8 l|Hybridi,Etelä-Savo
https://images.tori.fi/api/v1/imagestori/images/100044137622.jpg?rule=thumb_280x210,Chrysler Grand Voyager,3 980 €,2007|199 000 km|3.3 l|Bensiini,Pirkanmaa
,peltoautoksi,,,Etelä-Karjala
,HYUNDAI IONIQ Electric,27 900 €(alv.väh.kelp.),2018|30 km|0.0 l|Sähkö,Pohjois-Pohjanmaa
,SKODA OCTAVIA,28 990 €,2018|77 000 km|2.0 l|Diesel,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/3675439537.jpg?rule=thumb_280x210,"Varaosiksi tai kokonaan VW golf 1,6",250 €,2002|402 000 km|1.6 l|Bensiini,Pohjois-Karjala
,AUDI A1,13 800 €,2013|39 000 km|1.2 l|Bensiini,Uusimaa
,opel vivaro turbo ,,,Päijät-Häme
,TOYOTA HIACE,21 900 €(alv.väh.kelp.),2010|129 000 km|2.5 l|Diesel,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044137554.jpg?rule=thumb_280x210,Toyota Auris,14 450 €,2013|152 000 km|1.8 l|Hybridi,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3666991491.jpg?rule=thumb_280x210,BMW 316 1.9 bisnes,6 450 €,2000|100 000 km|1.9 l|Bensiini,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/1763752628.jpg?rule=thumb_280x210,Pakettiauto vuokralle,Päivävuokra 49 €/pv,,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/7127811872.jpg?rule=thumb_280x210,Pakettiauto vuokralle,Päivävuokra 49 €/pv,,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3647560881.jpg?rule=thumb_280x210,Opel vivaro,2 650 €,2006|360 000 km|Diesel,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044151667.jpg?rule=thumb_280x210,FORD Fiesta,7 490 €,2012|85 000 km|1.2 l|Bensiini,Uusimaa
,Opel Vivaro,29 890 €,2021|2.0 l|Diesel,Etelä-Savo
https://images.tori.fi/api/v1/imagestori/images/100044137167.jpg?rule=thumb_280x210,Honda Jazz,2 590 €,2004|206 000 km|1.3 l|Bensiini,Keski-Suomi
,BMW 420,26 900 €,2015|90 000 km|2.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044148587.jpg?rule=thumb_280x210,TOYOTA Yaris,7 390 €,2008|79 000 km|1.3 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3638441569.jpg?rule=thumb_280x210,Peugeot 508 1.6 hdi,6 750 €,2012|187 500 km|1.6 l|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044143173.jpg?rule=thumb_280x210,Volkswagen Passat,17 450 €,2017|152 000 km|1.6 l|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3626313421.jpg?rule=thumb_280x210,Vw transporter t5,7 500 €,2008|260 000 km|1.9 l|Diesel,Pirkanmaa
,Volvo 240/740/940,,,Pohjois-Pohjanmaa
,Ford Focus 1.8tdci Ghia,3 800 €,2008|314 313 km|1.8 l|Diesel,Satakunta
https://images.tori.fi/api/v1/imagestori/images/100044143198.jpg?rule=thumb_280x210,MERCEDES-BENZ E,21 900 €,2014|245 000 km|2.1 l|Diesel,Kymenlaakso
,Honda CR-V,9 990 €,2008|197 000 km|2.2 l|Diesel,Etelä-Karjala
,Hyundai KONA,24 990 €,2018|65 000 km|1.6 l|Bensiini,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3046801467.jpg?rule=thumb_280x210,Volkswagen passat,3 000 €,2008|300 000 km|2.0 l|Diesel,Päijät-Häme
,Pakettiauto vuokralle,Päivävuokra 60 €/pv,,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044135737.jpg?rule=thumb_280x210,Honda Accord,8 950 €,2008|200 000 km|2.0 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3649129232.jpg?rule=thumb_280x210,Ford Fiesta 1.1. juuri katsastettu ja huollettu,990 €,1990|29 000 km|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3694905209.jpg?rule=thumb_280x210,Vw golf,500 €,2002|340 000 km|1.6 l|Bensiini,Pohjois-Karjala
,Audi A5,17 490 €,2014|173 000 km|2.0 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3631070025.jpg?rule=thumb_280x210,Volkswagen Transportter,3 800 €,,Kainuu
,FORD Transit Custom,13 390 €,2013|214 000 km|2.2 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3083307063.jpg?rule=thumb_280x210,Skoda Fabia 1.4 Sedan,3 490 €,2003|124 000 km|1.4 l|Bensiini,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/3653989980.jpg?rule=thumb_280x210,Mercedes-Benz sprinter 112,2 300 €,2.1 lDiesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3644199402.jpg?rule=thumb_280x210,Mercedes-Benz E220,6 500 €,2008|474 000 km|2.1 l|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3659185840.jpg?rule=thumb_280x210,kia cerato lx 1.6 dohc 16v,,2005|324 000 km|Bensiini,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/1370288199.jpg?rule=thumb_280x210,Bmw 520 Farmari 2.0 CDi,13 200 €,2014|270 000 km|2.0 l|Diesel,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/7006839602.jpg?rule=thumb_280x210,M-B C 220 CDi Farmari vaihto Paketti autoon,9 800 €,2010|340 000 km|2.1 l|Diesel,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/4939084732.jpg?rule=thumb_280x210,Mercedes-Benz C 200 CDI,9 050 €,2010|253 000 km|2.1 l|Diesel,Pohjanmaa
,FORD Focus,14 890 €,2018|149 000 km|1.5 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100044150705.jpg?rule=thumb_280x210,MERCEDES-BENZ GLC,68 800 €(alv.väh.kelp.),2020|16 000 km|1.9 l|Diesel,Pirkanmaa
,Volvo XC60,41 350 €(alv.väh.kelp.),2018|111 000 km|2.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044143298.jpg?rule=thumb_280x210,Toyota Auris,17 900 €,2016|52 000 km|1.2 l|Bensiini,Etelä-Karjala
https://images.tori.fi/api/v1/imagestori/images/3647937246.jpg?rule=thumb_280x210,Opel vectra 2.6,2 000 €,2001|284 452 km|2.6 l|Bensiini,Pohjois-Pohjanmaa
,MERCEDES-BENZ E,15 900 €,2015|337 000 km|2.1 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/0877686072.jpg?rule=thumb_280x210,"Volvo XC70 3,2 AWD Summum Business autom",12 650 €,2008|263 350 km|3.2 l|Bensiini,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3624514102.jpg?rule=thumb_280x210,OSINA Audi a6 2.4v6 Quattro,5 €,2003|308 000 km|Bensiini,Keski-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/7778348194.jpg?rule=thumb_280x210,Bmw X3 xDrive2.0d-11 vaihto matkailuautoon/vaunuun,17 900 €,2011|176 000 km|2.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3631041154.jpg?rule=thumb_280x210,Vw polo 1.6,800 €,1999|178 000 km|Bensiini,Keski-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3625960778.jpg?rule=thumb_280x210,Renault Megane Coupe 2d,700 €,1997|179 000 km|Bensiini,Lappi
https://images.tori.fi/api/v1/imagestori/images/3600228935.jpg?rule=thumb_280x210,"KIA Rio 1,0 T-GDI ISG 100hv EX EcoDynamics",12 800 €,2017|26 000 km|1.0 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044145690.jpg?rule=thumb_280x210,Opel Vivaro,6 700 €(alv.väh.kelp.),2007|386 001 km|2.5 l|Diesel,Keski-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3634669705.jpg?rule=thumb_280x210,"Volvo V70 1,6D * yksilö",7 500 €,2011|239 878 km|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044135588.jpg?rule=thumb_280x210,Skoda Superb,24 800 €,2016|89 000 km|2.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3621401122.jpg?rule=thumb_280x210,Toyota Avensis 1.6 VVT-i Terra 4d,3 300 €,2003|286 405 km|1.6 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3621239236.jpg?rule=thumb_280x210,Ford Mondeo,10 900 €,2013|173 000 km|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3695033075.jpg?rule=thumb_280x210,Volkswagen Multivan,10 800 €,2006|253 500 km|2.5 l|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/100044136110.jpg?rule=thumb_280x210,Porsche Panamera,112 000 €(alv.väh.kelp.),2019|19 000 km|2.9 l|Hybridi,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/2690807240.jpg?rule=thumb_280x210,Renault Megane 1.6 Huollettu kats.6/21Toimiva peli,1 480 €,2005|265 500 km|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/1966822428.jpg?rule=thumb_280x210,"Hyundai Sonata 2,4 GLS",1 400 €,2005|205 000 km|2.4 l|Bensiini,Pohjanmaa
,RENAULT Master,10 900 €(alv.väh.kelp.),2014|208 000 km|2.3 l|Diesel,Keski-Suomi
,VOLVO S80,14 900 €,2012|135 000 km|1.6 l|Diesel,Satakunta
https://images.tori.fi/api/v1/imagestori/images/3695350656.jpg?rule=thumb_280x210,Renault Kangoo,4 950 €,144 000 km|Diesel,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/3689680478.jpg?rule=thumb_280x210,Audi Q3,29 500 €,2017|20 000 km|1.4 l|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044135338.jpg?rule=thumb_280x210,Fiat 500X,25 760 €(alv.väh.kelp.),2020|1.3 l|Bensiini,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/7475439578.jpg?rule=thumb_280x210,"Audi A6 Avant 2,0 TDI 130 kW Start-Stop",17 100 €,2012|136 000 km|1.5 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044148504.jpg?rule=thumb_280x210,Renault Master,16 400 €(alv.väh.kelp.),2016|158 000 km|2.3 l|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3633546801.jpg?rule=thumb_280x210,Audi A3 2009 1.9TDI,5 500 €,2009|248 000 km|1.9 l|Diesel,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044150431.jpg?rule=thumb_280x210,Volkswagen Polo,17 900 €,2021|1.0 l|Bensiini,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/100044156145.jpg?rule=thumb_280x210,MERCEDES-BENZ B,32 900 €,2019|9 000 km|1.3 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044135172.jpg?rule=thumb_280x210,Seat Leon ST,16 900 €,2017|53 000 km|1.0 l|Bensiini,Etelä-Karjala
https://images.tori.fi/api/v1/imagestori/images/3642324810.jpg?rule=thumb_280x210,Mercedes-Benz CLK 200 Kompressor Avantgarde,3 490 €,2002|218 000 km|Bensiini,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/100044145677.jpg?rule=thumb_280x210,Skoda Superb,21 800 €(alv.väh.kelp.),2019|196 000 km|2.0 l|Diesel,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/3662207058.jpg?rule=thumb_280x210,TOYOTA Avensis D4D 2.0TDI 2001v,1 650 €,270 000 km|Diesel,Uusimaa
